"TOWNCODE","TOWNNAME","RoadList","IntersectionList","IntersectionRoadName","Geometry"
"10014020","成功鎮","芝田產業道路","芝田路","10014020 芝田產業道路與芝田路交叉口","POINT (121.38627111182245 23.112158725045163)"
"10014020","成功鎮","芝田路","中山東路","10014020 芝田路與中山東路交叉口","POINT (121.38761482486439 23.108412301386636)"
"10014020","成功鎮","芝田路","基翬路","10014020 芝田路與基翬路交叉口","POINT (121.38974190046838 23.116421921634412)"
"10014020","成功鎮","基翬路","花東海岸公路","10014020 基翬路與花東海岸公路交叉口","POINT (121.3935858331198 23.12112004745228)"
"10014020","成功鎮","基翬路","高台路","10014020 基翬路與高台路交叉口","POINT (121.39474717983853 23.122106978754118)"
"10014020","成功鎮","重安路","花東海岸公路","10014020 重安路與花東海岸公路交叉口","POINT (121.39533314211087 23.201781579955991)"
"10014020","成功鎮","石傘路","花東海岸公路","10014020 石傘路與花東海岸公路交叉口","POINT (121.39637543297988 23.189555723018259)"
"10014020","成功鎮","高台路","美山路","10014020 高台路與美山路交叉口","POINT (121.39731148153976 23.129781041262106)"
"10014020","成功鎮","美山路","成廣路","10014020 美山路與成廣路交叉口","POINT (121.40012433427069 23.156347513626883)"
"10014020","成功鎮","美山路","高台路","10014020 美山路與高台路交叉口","POINT (121.39731148153976 23.129781041262106)"
"10014020","成功鎮","南美山產業道路","白蓮路","10014020 南美山產業道路與白蓮路交叉口","POINT (121.3979500811314 23.131615766154709)"
"10014020","成功鎮","成廣路","石傘路","10014020 成廣路與石傘路交叉口","POINT (121.40366994111491 23.16875348138808)"
"10014020","成功鎮","富東公路","隧道路","10014020 富東公路與隧道路交叉口","POINT (121.30315799504547 22.992460739571527)"
"10014020","成功鎮","鹽濱路","花東海岸公路","10014020 鹽濱路與花東海岸公路交叉口","POINT (121.34460119748735 23.059945285846311)"
"10014020","成功鎮","鹽濱路","跋邊路","10014020 鹽濱路與跋邊路交叉口","POINT (121.35045958993817 23.073539948709708)"
"10014020","成功鎮","三民路1巷","三民路","10014020 三民路1巷與三民路交叉口","POINT (121.37024891435601 23.101637580709848)"
"10014020","成功鎮","三民路1巷","公民路","10014020 三民路1巷與公民路交叉口","POINT (121.36934104245518 23.101520765071314)"
